freq,indic_il,unit,isced11,sex,age,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,MED_E,EUR,ED3_4,T,Y_GE18,EA	: 	: 	: 	: 	: 	18039 e	18126 e	18333 e	18208 e	18392 e	18274 e	18231 e	18400 e	18837 e	19198 e	19550 e	20108 	21370 b	21262 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,EA18	: 	: 	15707 	15825 	16366 	17477 	17956 	18151 	18097 	18282 	18171 	18231 	18554 	18992 	19349 	19692 	20247 	21516 b	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,EA19	: 	: 	15517 	15642 	16190 	17306 	17796 	17986 	17938 	18129 	18026 	18074 	18400 	18837 	19198 	19550 	20108 	21370 b	21262 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18009 	18189 	18623 	18985 	19339 	19897 	21146 	20983 	21472 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,EE	: 	2582 	2983 	3684 	4409 	5396 	5979 	5386 	5239 	5564 	6194 	6719 b	7487 	8149 	8612 	9705 	10609 	11441 	11552 	13067 	13394 
A,MED_E,EUR,ED3_4,T,Y_GE18,EL	9333 	10020 	10381 	10600 	10947 	11600 	11917 	12293 	11070 	9210 	8355 	7680 	7543 	7529 	7610 	7920 	8266 	8913 	8939 	9623 	10160 
A,MED_E,EUR,ED3_4,T,Y_GE18,ES	: 	11487 	11976 	12579 	13154 	15633 b	16198 	15886 	15274 	14764 	14584 	14135 	14098 	14455 	14854 	15117 	15311 	16104 	16067 	16886 	18289 
A,MED_E,EUR,ED3_4,T,Y_GE18,EU	: 	: 	: 	: 	: 	14527 e	14801 e	14759 e	14951 e	15383 e	15330 e	15430 e	15878 e	16276 e	16158 e	16731 e	17221 e	: 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,EU27_2007	: 	: 	12870 e	13275 e	14127 	14527 	14801 	14858 	15055 	15495 	15443 	15545 	15994 	16393 	16274 	16845 	17334 e	: 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,EU27_2020	: 	: 	: 	: 	: 	: 	: 	14476 e	14692 e	14914 e	14910 e	14950 e	15412 e	15791 e	16013 e	16444 e	16968 e	17943 b	17906 	18537 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,EU28	: 	: 	: 	: 	: 	: 	: 	14759 	14951 	15383 	15330 	15430 	15878 	16276 	16158 	16731 	17221 e	: 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,FI	: 	16479 	17135 	17899 	18235 	19408 	20626 	20804 	21164 	21784 	22397 	22476 	22577 	22423 	23238 	23679 	23860 	24191 	24506 	24945 	26007 
A,MED_E,EUR,ED3_4,T,Y_GE18,FR	: 	15950 	16737 	16711 	16894 	19408 	20139 	20427 	20101 b	20525 	20821 	20940 	21017 	21517 	21893 	22088 	22259 	21973 b	22186 	22564 b	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,HR	: 	: 	: 	: 	: 	: 	: 	6227 	5814 	5646 	5418 	5542 	5755 	5930 	6357 	6827 	7363 	7866 	7999 	8723 	9689 b
A,MED_E,EUR,ED3_4,T,Y_GE18,HU	: 	: 	3622 	4078 	4083 	4545 	4890 	4383 	4655 	4832 	4548 	4596 	4594 	4876 	5178 	5541 	5940 	6505 	6634 	6985 	7303 
A,MED_E,EUR,ED3_4,T,Y_GE18,IE	19278 	19866 	20606 	22105 	24148 	24157 	23769 	21160 	19483 	19782 	19139 	19263 	20488 	21549 	22308 	24586 	24329 	25658 b	27395 	28431 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,IS	: 	22765 	23990 	28621 	29062 	32429 	22511 	18528 	19112 	19788 	21807 	23058 	25148 	28926 	34326 	40993 	37757 	: 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,IT	: 	16028 	16703 	16866 	17485 	18096 	18238 	18442 	18115 	18136 	17314 	17343 	17476 	18363 	18558 	18669 	18687 	19644 	19089 	20120 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,LT	: 	: 	2042 	2498 	3253 	4109 	4690 	3897 	3668 	4236 	4514 	4564 	4813 	5256 	5653 	6225 	6958 	7743 	8440 	8783 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,LU	26832 	28326 	29911 	30875 	31059 	31691 	32785 	34150 	34226 	34849 	35891 	36339 	36871 	35041 b	37522 	35867 	37259 	37889 b	41747 b	43329 b	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,LV	: 	: 	2134 	2590 	3474 	4846 	5422 	4452 	4134 	4344 	4568 	5125 	5538 	5963 	6199 	6683 	7382 	7904 	8298 	9196 	9758 
A,MED_E,EUR,ED3_4,T,Y_GE18,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3185 	3135 	3188 	3272 	3597 	3870 	3969 	4063 	3933 	4388 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2037 	2155 	2200 	2349 	2522 	2761 	2914 	3039 	3354 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,MT	: 	: 	11240 	11360 	11327 	12445 	13168 	12579 	13146 	13525 	14444 	15205 	15807 	15550 	16407 	16569 	17280 	17998 	19143 	19861 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,NL	: 	: 	17732 	17811 	18701 	19843 	20480 	20604 	20167 	20551 	20561 	20364 	20873 	22176 b	22737 	22974 	23523 	25153 	27501 	28072 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,NO	27493 	26383 	25758 	29007 	29511 	32161 	34277 	32956 	36899 	40267 	43815 	43423 	41812 	39613 	38698 	39363 	39124 	39788 	35484 b	38639 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,PL	: 	: 	2586 	3136 	3537 	4195 	5100 	4393 	4990 	4992 	5121 	5221 	5437 	5663 	5741 	6297 	6780 	7484 	7770 	8448 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,PT	: 	9772 	10089 	10220 	10939 	10420 	10664 	11074 	10416 	9956 	9745 	9657 	9788 	10081 	10000 	10141 	10763 	11675 	11465 	11400 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,RO	: 	: 	: 	: 	1865 	2267 	2526 	2331 	2379 	2309 	2267 	2399 	2506 	2727 	3026 	3644 	4139 	4589 	5050 	5730 	6816 
A,MED_E,EUR,ED3_4,T,Y_GE18,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2518 	2534 	2466 	2507 	2633 	2819 	3325 	3779 	4094 	4521 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,SE	: 	17889 	18071 	18702 	19666 	20807 b	21052 	19431 	22237 	24421 	25814 	26822 	26068 	26343 	26802 	26648 	26120 	26087 	26848 	27686 	28145 
A,MED_E,EUR,ED3_4,T,Y_GE18,SI	: 	: 	9270 	9721 	9991 	10892 	11919 	11665 	11955 	11855 	11561 	11496 	11871 	11851 	12235 	12627 	13432 	14093 	14611 	15596 	17184 
A,MED_E,EUR,ED3_4,T,Y_GE18,SK	: 	: 	2921 	3377 	4033 	4850 	5654 	6187 	6335 	6967 	6811 	6887 	7055 	7095 	7306 	7793 	8338 	8883 	8687 	8987 	9492 
A,MED_E,EUR,ED3_4,T,Y_GE18,TR	: 	: 	: 	3505 	3741 	4200 	4321 	3930 	4577 	4393 	4543 	4574 	4391 	4699 	4825 	4281 	3622 	3743 	3190 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,UK	: 	: 	19681 	20601 	22221 	19249 	16557 	17177 	17013 	19191 b	18852 	21073 	21212 	21525 	20293 b	20964 	: 	: 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE18,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2120 	: 	: 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2132 	2206 	2495 	2774 	2901 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,AT	16573 	17417 	18610 	18481 	18704 	18978 b	19552 	21388 	22084 	22442 	22986 	23294 	23754 	23770 	24728 	25064 	25638 	26172 	26807 	26699 	28958 
A,MED_E,EUR,ED3_4,T,Y_GE65,BE	12703 	12740 	13504 	13474 	14184 	15192 	16936 	16456 	16207 	16977 	18847 	18486 	18824 	18547 	19200 	18970 	20078 b	20185 	20561 	20786 	22557 
A,MED_E,EUR,ED3_4,T,Y_GE65,BG	: 	: 	: 	1224 	1231 	1775 	2113 	2625 	2490 	2427 	2577 	3071 	2820 	2790 b	2904 	3035 	3160 	3341 	3884 	4027 	5232 
A,MED_E,EUR,ED3_4,T,Y_GE65,CH	: 	: 	: 	: 	26196 	24552 	24475 	26803 	28244 	32441 	33919 	32808 b	34562 	38097 	37602 	36824 	33496 	35428 	35875 	37277 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,CY	: 	: 	12897 	14061 	15228 	15538 b	15623 	16481 	17145 	17657 	16851 	15865 	16473 	16252 	16619 	17338 	17723 	17685 	16863 	17167 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,CZ	: 	: 	3681 	4104 	4607 	4983 	5976 	6015 	6360 	6769 	6791 	6693 	6334 	6554 	6725 	7177 	7747 	8338 	8902 	9455 	10987 
A,MED_E,EUR,ED3_4,T,Y_GE65,DE	: 	: 	15828 	15206 	15525 	16102 	16259 	16874 	17155 	17336 	17368 	17472 	17899 	17923 	18450 	18852 	19515 	21727 b	21429 	21288 	21765 
A,MED_E,EUR,ED3_4,T,Y_GE65,DK	17100 	17601 	17850 	17926 	18225 	18742 	19672 	20291 	21604 b	21885 	21923 	22863 	22732 	22575 	23590 	24239 	24513 	24856 	25771 	26220 	26681 
A,MED_E,EUR,ED3_4,T,Y_GE65,EA	: 	: 	: 	: 	: 	17596 e	17702 e	18304 e	18520 e	18846 e	19170 e	18976 e	19056 e	19215 e	19461 e	19641 e	20123 	21173 b	21109 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,EA18	: 	: 	15716 	15411 	15803 	17029 	17490 	18092 	18389 	18711 	19036 	18976 	19234 	19405 	19653 	19833 	20303 	21372 b	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,EA19	: 	: 	15598 	15284 	15676 	16895 	17363 	17963 	18262 	18578 	18893 	18804 	19056 	19215 	19461 	19641 	20123 	21173 b	21109 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18803 	18887 	19038 	19274 	19458 	19927 	20969 	20876 	20964 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,EE	: 	2092 	2369 	2749 	3175 	3741 	4424 	4576 	4549 	4606 	4808 	5105 b	5436 	5743 	6096 	6508 	7326 	7797 	8082 	8409 	9120 
A,MED_E,EUR,ED3_4,T,Y_GE65,EL	11188 	12420 	11692 	12227 	13353 	13349 	13367 	13767 	11750 	11528 	9767 	9360 	9667 	9653 	9750 	9214 	9720 	10639 	10600 	11040 	11571 
A,MED_E,EUR,ED3_4,T,Y_GE65,ES	: 	12508 	11941 	11701 	13471 	16401 b	18101 	17826 	18220 	18371 	17583 	17727 	17398 	17587 	18062 	18460 	19185 	19494 	20159 	20355 	22277 
A,MED_E,EUR,ED3_4,T,Y_GE65,EU	: 	: 	: 	: 	: 	14402 e	14658 e	14934 e	15258 e	15818 e	16034 e	16078 e	16336 e	16316 e	16081 e	16437 e	16744 e	: 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,EU27_2007	: 	: 	13182 e	13183 e	13732 	14402 	14658 	15029 	15346 	15916 	16135 	16173 	16430 	16412 	16180 	16531 	16845 e	: 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,EU27_2020	: 	: 	: 	: 	: 	: 	: 	14940 e	15277 e	15552 e	15880 e	15835 e	16057 e	16021 e	15997 e	16212 e	16542 e	17261 b	17324 	17686 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,EU28	: 	: 	: 	: 	: 	: 	: 	14934 	15258 	15818 	16034 	16078 	16336 	16316 	16081 	16437 	16744 e	: 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,FI	: 	13327 	13904 	14358 	15070 	15330 	16375 	18207 	18331 	19280 	19158 	19739 	19801 	20131 	20733 	20867 	20824 	21107 	21241 	21986 	22623 
A,MED_E,EUR,ED3_4,T,Y_GE65,FR	: 	18062 	18344 	18107 	18858 	22405 	22982 	23955 	23485 b	23949 	24947 	24082 	23768 	24561 	24514 	24255 	24085 	23265 b	22759 	22903 b	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,HR	: 	: 	: 	: 	: 	: 	: 	5268 	5707 	5565 	5453 	5500 	5737 	5720 	5743 	6190 	6147 	6633 	6580 	6990 	7634 b
A,MED_E,EUR,ED3_4,T,Y_GE65,HU	: 	: 	3976 	4104 	4119 	4755 	5047 	4567 	4724 	4867 	4916 	4924 	4924 	5005 	5158 	5471 	5448 	5779 	6011 	6744 	6198 
A,MED_E,EUR,ED3_4,T,Y_GE65,IE	14441 	15681 	17275 	17705 	20765 	23500 	22884 	24029 	19212 	20938 	21479 	22427 	24036 	23439 	23117 	25719 	24677 	25190 b	26601 	25933 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,IS	: 	19097 	19552 	23677 	23847 	28300 	21308 	17975 	17900 	18127 	19340 	21212 	23384 	27370 	32258 	38743 	36120 	: 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,IT	: 	17097 	17931 	18838 	18835 	19785 	20440 	20589 	21146 	21002 	20943 	20931 	21199 	21737 	21541 	21600 	22043 	23722 	23604 	23584 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,LT	: 	: 	1969 	2155 	2607 	3566 	4136 	4135 	3829 	3867 	4181 	4068 	4025 	4239 	4550 	4760 	5393 	5985 	6501 	6670 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,LU	25304 	27915 	29131 	28801 	31543 	31848 	33637 	34239 	37279 	37998 	38321 	40857 	38759 	39365 b	41364 	41545 	45463 	47397 b	50641 b	50160 b	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,LV	: 	: 	1707 	1888 	2493 	3053 	3636 	3897 	3874 	3844 	3894 	4044 	4209 	4408 	4451 	4625 	5032 	5830 	5957 	6893 	7298 
A,MED_E,EUR,ED3_4,T,Y_GE65,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4039 	3809 	3873 	3813 	4087 	4878 	4695 	4739 	4320 	5066 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	2342 	2626 	2767 	2975 	3121 	3125 	3278 	3375 	3736 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,MT	: 	: 	9377 	8452 	8452 	8352 	9735 	9790 	10237 	11606 	14207 	14111 	14779 	14282 	14419 	14319 	14169 	15783 	16129 	15772 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,NL	: 	: 	17263 	16803 	17377 	18785 	18510 	19080 	19142 	19714 	20366 	19807 	20189 	19825 b	20047 	20776 	20947 	22016 	22541 	23270 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,NO	22613 	22147 	21411 	23174 	24875 	27619 	30360 	29308 	32907 	36380 	40317 	40486 	39012 	37126 	35282 	36438 	35779 	35824 	32549 b	35301 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,PL	: 	: 	3159 	3789 	4109 	4460 	5296 	4609 	5279 	5339 	5585 	5707 	5859 	6056 	5903 	6245 	6553 	7072 	7340 	8043 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,PT	: 	11573 	14771 	15571 	16063 	15593 	18652 	17573 	16055 	15497 	15807 	16019 	15333 	17023 	17096 	16633 	18134 	17354 	15705 	16761 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,RO	: 	: 	: 	: 	1885 	2387 	2862 	2776 	2915 	2919 	2798 	2949 	2982 	3231 	3318 	3728 	4068 	4408 	4892 	6295 	6830 
A,MED_E,EUR,ED3_4,T,Y_GE65,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2974 	3041 	3001 	2982 	3119 	3165 	3551 	3779 	4096 	4345 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,SE	: 	15380 	15638 	17422 	17802 	17080 b	17507 	16303 	18180 	19775 	22005 	23466 	21977 	21226 	22467 	22704 	22273 	21548 	22999 	23455 	24038 
A,MED_E,EUR,ED3_4,T,Y_GE65,SI	: 	: 	8994 	9098 	9296 	9851 	10897 	10783 	10981 	11015 	10743 	11017 	11315 	11142 	11401 	11390 	11865 	12445 	12940 	13362 	14658 
A,MED_E,EUR,ED3_4,T,Y_GE65,SK	: 	: 	2623 	3007 	3406 	4029 	4820 	5350 	5605 	5866 	6173 	6385 	6567 	6564 	6587 	6985 	7135 	7680 	7995 	8456 	9211 
A,MED_E,EUR,ED3_4,T,Y_GE65,TR	: 	: 	: 	5629 	5643 	5706 	5806 	5208 	6853 	6074 	6475 	6329 	6076 	6677 	7284 	6549 	5526 	5993 	5136 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,UK	: 	: 	15996 	17139 	18228 	16224 	14317 	14880 	15101 	18510 b	17608 	20132 	20629 	21115 	19108 b	20453 	: 	: 	: 	: 	: 
A,MED_E,EUR,ED3_4,T,Y_GE65,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2549 	: 	: 	: 	: 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3185 	3358 	3768 	4109 	4179 	: 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,AT	20771 	22000 	22507 	22463 	23199 	25072 b	26517 	26424 	28087 	27072 	27500 	28176 	28188 	29145 	30774 	30317 	30144 	31326 	31799 	32328 	36714 
A,MED_E,EUR,ED5-8,F,Y18-64,BE	20400 	20745 	21447 	22313 	22714 	23661 	24837 	25625 	25660 	25921 	27877 	28276 	27975 	29258 	29074 	30058 	30675 b	32042 	32120 	33600 	34913 
A,MED_E,EUR,ED5-8,F,Y18-64,BG	: 	: 	: 	2007 	2141 	3231 	4275 	4515 	4491 	4119 	4513 	4966 	5227 	4996 b	5812 	5675 	6779 	7307 	7845 	8925 	10344 
A,MED_E,EUR,ED5-8,F,Y18-64,CH	: 	: 	: 	: 	36210 	35462 	38435 	40686 	44671 	50056 	51832 	49026 b	49768 	57484 	55886 	52142 	48236 	53791 	56886 	56935 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,CY	: 	: 	19021 	19782 	21197 	22436 b	22771 	22627 	22899 	22654 	21193 	19596 	18366 	18508 	18488 	18996 	20508 	20829 	20806 	22114 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,CZ	: 	: 	5964 	6766 	7693 	8455 	10099 	9949 	10442 	10599 	10233 	10015 	9801 	10448 	10944 	11783 	13184 	14215 	13714 	15886 	17644 
A,MED_E,EUR,ED5-8,F,Y18-64,DE	: 	: 	19671 	20530 	21563 	22515 	23851 	23922 	24217 	24294 	23978 	24972 	25725 	26025 	26312 	27585 	28279 	33821 b	33269 	33538 	34598 
A,MED_E,EUR,ED5-8,F,Y18-64,DK	25086 	25818 	26943 	27289 	28835 	29211 	30659 	31168 	33067 b	33072 	33215 	33391 	33781 	34006 	34757 	35335 	36384 	35827 	37321 	38023 	39323 
A,MED_E,EUR,ED5-8,F,Y18-64,EA	: 	: 	: 	: 	: 	22625 e	23279 e	23346 e	23008 e	23005 e	22772 e	22713 e	22884 e	23418 e	23816 e	24339 e	24681 	26489 b	26595 	: 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,EA18	: 	: 	19256 	19861 	20375 	22178 	23052 	23111 	22875 	22874 	22650 	22713 	23058 	23590 	23988 	24509 	24834 	26651 b	: 	: 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,EA19	: 	: 	19031 	19634 	20135 	21949 	22839 	22866 	22658 	22663 	22443 	22529 	22884 	23418 	23816 	24339 	24681 	26489 b	26595 	: 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22586 	22758 	23284 	23686 	24211 	24556 	26358 	26511 	27248 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,EE	: 	3617 	4106 	4849 	5923 	7592 	8605 	8085 	7738 	8505 	9023 	10216 b	10924 	11926 	12684 	14266 	15058 	16056 	16389 	19247 	19726 
A,MED_E,EUR,ED5-8,F,Y18-64,EL	13615 	14715 	15030 	15900 	16206 	16733 	17500 	18333 	15833 	12605 	11418 	11060 	10343 	10278 	10275 	10636 	11107 	11727 	11700 	12324 	13114 
A,MED_E,EUR,ED5-8,F,Y18-64,ES	: 	14846 	15765 	16501 	16820 	20319 b	22004 	21451 	20538 	20361 	19050 	18769 	18924 	19185 	20107 	20458 	20477 	20951 	20886 	21783 	23392 
A,MED_E,EUR,ED5-8,F,Y18-64,EU	: 	: 	: 	: 	: 	20671 e	20833 e	20715 e	20702 e	21229 e	21030 e	21544 e	21817 e	22337 e	21800 e	22765 e	23123 e	: 	: 	: 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,EU27_2007	: 	: 	18103 e	18890 e	19545 	20671 	20833 	20781 	20771 	21297 	21107 	21619 	21894 	22418 	21882 	22844 	23200 e	: 	: 	: 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,EU27_2020	: 	: 	: 	: 	: 	: 	: 	20144 e	20080 e	20178 e	20045 e	20166 e	20533 e	21030 e	21430 e	22068 e	22501 e	24012 b	24258 	25167 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,EU28	: 	: 	: 	: 	: 	: 	: 	20715 	20702 	21229 	21030 	21544 	21817 	22337 	21800 	22765 	23123 e	: 	: 	: 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,FI	: 	21072 	22052 	22727 	23702 	25271 	26213 	26800 	27663 	28326 	29154 	29519 	29913 	29498 	29635 	30484 	31369 	32066 	31389 	32596 	33774 
A,MED_E,EUR,ED5-8,F,Y18-64,FR	: 	20282 	20869 	21136 	20905 	23973 	24669 	25046 	25135 b	25725 	25936 	25620 	26041 	26392 	26443 	26636 	26522 	28148 b	28378 	29030 b	: 
A,MED_E,EUR,ED5-8,F,Y18-64,HR	: 	: 	: 	: 	: 	: 	: 	9129 	8769 	8629 	8009 	7929 	8481 	8708 	9098 	9755 	10693 	11160 	11792 	12373 	13796 b
A,MED_E,EUR,ED5-8,F,Y18-64,HU	: 	: 	5043 	5852 	5615 	6020 	6604 	5912 	6532 	6428 	6237 	6341 	6530 	6830 	7063 	7046 	7977 	8827 	8964 	8793 	10264 
A,MED_E,EUR,ED5-8,F,Y18-64,IE	24033 	26715 	27648 	28927 	33121 	33183 	31398 	28269 	27811 	26416 	26431 	26404 	28426 	29432 	29992 	29626 	31461 	33107 b	35200 	35399 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,IS	: 	26938 	28728 	34570 	34065 	38288 	26172 	20860 	21511 	22309 	23601 	24934 	27162 	31839 	35978 	43529 	39657 	: 	: 	: 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,IT	: 	20376 	21686 	22100 	22630 	22652 	22667 	23077 	22038 	22402 	21783 	21510 	21574 	22073 	22207 	22609 	22647 	23704 	23580 	23916 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,LT	: 	: 	3537 	4005 	4958 	6044 	7280 	5980 	5676 	6576 	6791 	7376 	8068 	8658 	9029 	9860 	11052 	12132 	13100 	14208 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,LU	39159 	38662 	40240 	42022 	43167 	44203 	44624 	47285 	46840 	47058 	48208 	47506 	47456 	41415 b	44513 	43370 	44081 	47797 b	51106 b	54143 b	: 
A,MED_E,EUR,ED5-8,F,Y18-64,LV	: 	: 	3265 	4162 	5122 	7483 	8499 	7281 	6430 	6708 	7068 	7915 	8542 	9344 	9711 	10667 	11830 	12193 	12810 	14041 	15009 
A,MED_E,EUR,ED5-8,F,Y18-64,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5353 	5123 	5143 	5138 	5587 	5573 	5608 	5801 	5896 	6429 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	3429 	3522 	3148 	3329 	3450 	3656 	3786 	4084 	4311 	: 	: 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,MT	: 	: 	14659 	14968 	14930 	16358 	16890 	17238 	17965 	18200 	18727 	19334 	20392 	20538 	21893 	21809 	23083 	24880 	26053 	28028 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,NL	: 	: 	21492 	22348 	23049 	24544 	25761 	25527 	25969 	25290 	25659 	26087 	26523 	28559 b	29802 	29814 	30240 	31333 	32980 	34563 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,NO	31982 	31020 	30237 	33296 	33935 	37726 	39635 	37842 	41848 	44867 	48744 	48516 	46519 	45075 	43935 	44965 	44587 	45301 	40443 b	43675 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,PL	: 	: 	4215 	5208 	5723 	6427 	7944 	6778 	7430 	7493 	7422 	7767 	7763 	8165 	8186 	8708 	9561 	10466 	10740 	11512 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,PT	: 	15868 	17820 	16759 	17238 	16669 	16475 	16065 	16020 	14292 	14334 	13881 	13550 	14299 	13928 	14082 	14713 	15016 	15735 	15210 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,RO	: 	: 	: 	: 	3659 	4518 	4404 	4151 	3763 	3955 	3847 	4017 	4154 	4344 	4838 	6519 	7372 	7883 	9024 	9393 	10732 
A,MED_E,EUR,ED5-8,F,Y18-64,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4147 	3970 	3810 	3762 	3806 	3916 	4791 	5142 	5755 	6179 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,SE	: 	20795 	20347 	20915 	22183 	24608 b	24344 	22224 	24722 	27872 	30052 	31097 	30603 	29469 	29892 	30605 	29909 	29836 	31237 	32680 	33045 
A,MED_E,EUR,ED5-8,F,Y18-64,SI	: 	: 	13598 	13966 	14170 	15317 	16199 	16219 	16202 	16219 	15394 	15332 	15392 	15350 	15810 	16351 	17415 	17890 	18384 	19991 	21386 
A,MED_E,EUR,ED5-8,F,Y18-64,SK	: 	: 	3642 	4256 	5065 	6116 	7346 	7998 	8133 	8870 	8505 	8386 	8298 	8264 	8414 	9059 	9789 	10317 	9953 	10182 	10435 
A,MED_E,EUR,ED5-8,F,Y18-64,TR	: 	: 	: 	7336 	7747 	8133 	8642 	7813 	9418 	8709 	8757 	8839 	8052 	8539 	8261 	6968 	5825 	5822 	5077 	: 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,UK	: 	: 	24772 	28588 	29872 	26157 	22839 	23622 	23663 	26318 b	25874 	28216 	28309 	28441 	26511 b	27273 	: 	: 	: 	: 	: 
A,MED_E,EUR,ED5-8,F,Y18-64,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3435 	: 	: 	: 	: 	: 
